tau,active_count,discarded_budget_global,jaccard_vs_baseline,spearman_regime_rho_vs_baseline,near_threshold_count,invalid
0.00025,2248,0.14889466840052015,1.0,1.0,1067,False
0.000375,1181,0.42639791937581273,0.525355871886121,1.0,635,False
0.0005,546,0.6741222366710014,0.24288256227758007,1.0,322,False
0.000625,224,0.8416124837451235,0.099644128113879,1.0,154,False
0.00075,70,0.941742522756827,0.03113879003558719,1.0,48,False
