tau,active_count,discarded_budget_global,jaccard_vs_baseline,spearman_regime_rho_vs_baseline,near_threshold_count,invalid
0.02,1335,4.483500717360115e-05,1.0,1.0,3,False
0.03,1327,0.0002690100430416069,0.9940074906367041,1.0,4,False
0.05,1312,0.0010013151602104257,0.9827715355805243,1.0,8,False
0.07,1298,0.0020773553323768534,0.9722846441947566,1.0,10,False
0.1,1268,0.005305475848876136,0.949812734082397,1.0,19,False
